name,from,to,rating,tv_or_movie,genre,runtime,votes 
Terra Nova,2011,None,6.7,Movie,mystery,46 min,"78,682"
Witness for the Prosecution,1957,None,8.4,Movie,mystery,116 min,"102,432"
La cara oculta,2011,None,7.4,Movie,mystery,97 min,"36,273"
Ordeal by Innocence,2018,None,7.3,Movie,mystery,60 min,"6,771"
National Treasure: Book of Secrets,2007,None,6.5,Movie,mystery,124 min,"213,729"
I Am the Night,2019,None,7,Movie,mystery,60 min,"6,299"
Black Mirror: Bandersnatch,2018,None,7.2,TV,mystery,90 min,"107,572"
Buried,2010,None,7,Movie,mystery,95 min,"145,920"
Out of Time,2003,None,6.5,Movie,mystery,105 min,"55,454"
Black Christmas,2019,None,3.2,Movie,mystery,92 min,"7,915"
Mortdecai,2015,None,5.5,Movie,mystery,107 min,"64,922"
Euphoria,2017,None,5.8,Movie,mystery,104 min,"3,181"
Trois couleurs: Rouge,1994,None,8.1,Movie,mystery,99 min,"86,301"
The Gift,2019,None,7.6,TV,mystery,40 min,"13,642"
The Roommate,2011,None,4.8,Movie,mystery,94 min,"35,638"
Slender Man,2018,None,3.2,Movie,mystery,93 min,"24,461"
Murder by Death,1976,None,7.4,Movie,mystery,95 min,"32,478"
Aurora Teagarden Mysteries: Heist and Seek,2020,None,7.4,TV,mystery,84 min,229
The Third Man,1949,None,8.1,Movie,mystery,104 min,"153,684"
Friday the 13th Part 2,1981,None,6.1,Movie,mystery,87 min,"56,275"
The Covenant,2006,None,5.3,Movie,mystery,97 min,"45,846"
Horns,2013,None,6.5,Movie,mystery,120 min,"74,499"
Paranormal Activity,2007,None,6.3,Movie,mystery,86 min,"215,633"
The Car,1977,None,6.2,Movie,mystery,96 min,"8,581"
London Fields,2018,None,4.3,Movie,mystery,118 min,"4,816"
American Vandal,2017,2018,8.2,TV,mystery,34 min,"25,252"
Jigsaw,2017,None,5.8,Movie,mystery,92 min,"64,843"
Das weiße Band - Eine deutsche Kindergeschichte,2009,None,7.8,Movie,mystery,144 min,"66,702"
Abduction,2011,None,5.1,Movie,mystery,106 min,"74,984"
Beast, (20,None,6.8,TV,mystery,107 min,"9,506"
Insidious: The Last Key,2018,None,5.7,Movie,mystery,103 min,"49,284"
Covert Affairs,2010,2014,7.3,TV,mystery,60 min,"26,135"
Rope,1948,None,8,Movie,mystery,80 min,"124,039"
The Black Dahlia,2006,None,5.6,Movie,mystery,121 min,"70,299"
Rebecca,1940,None,8.1,Movie,mystery,130 min,"117,836"
Scream 5,2021,None,None,Movie,mystery,None,None
Case 39,2009,None,6.2,Movie,mystery,109 min,"75,683"
Il giovane Montalbano,2012,None,7.7,TV,mystery,120 min,"1,013"
Luce,2019,None,6.7,Movie,mystery,109 min,"7,257"
Antlers,None,None,None,Movie,mystery,99 min,None
Double Indemnity,1944,None,8.3,Movie,mystery,107 min,"137,696"
Moonlighting,1985,1989,7.6,TV,mystery,60 min,"17,513"
Forever,2014,2015,8.3,TV,mystery,43 min,"51,556"
The Frankenstein Chronicles,2015,None,7.3,TV,mystery,48 min,"8,957"
Star Trek: The Motion Picture,1979,None,6.4,Movie,mystery,132 min,"79,020"
Anon,2018,None,6.1,Movie,mystery,100 min,"34,807"
Silk Stalkings,1991,1999,6.5,TV,mystery,60 min,"2,257"
The Skeleton Key,2005,None,6.5,Movie,mystery,104 min,"103,801"
1408,2007,None,6.8,Movie,mystery,104 min,"250,479"
Brick,2005,None,7.3,Movie,mystery,110 min,"99,205"
Sneakers,1992,None,7.1,Movie,mystery,126 min,"50,861"
The Two Jakes,1990,None,6.2,Movie,mystery,137 min,"10,700"
Unfriended: Dark Web,2018,None,5.9,Movie,mystery,92 min,"20,046"
Briarpatch,2019,None,6.4,TV,mystery,42 min,"1,440"
"Dude, Where's My Car?",2000,None,5.5,Movie,mystery,83 min,"132,274"
Unlocked,2017,None,6.2,Movie,mystery,98 min,"27,163"
Lifeforce,1985,None,6.1,Movie,mystery,101 min,"21,474"
Glengarry Glen Ross,1992,None,7.7,Movie,mystery,100 min,"92,863"
Criminal: UK,2019,None,7.4,TV,mystery,59 min,"7,934"
El orfanato,2007,None,7.4,Movie,mystery,105 min,"143,603"
Private Eyes,2016,None,7.4,TV,mystery,43 min,"2,904"
Stealing Beauty,1996,None,6.6,Movie,mystery,118 min,"25,193"
Dressed to Kill,1980,None,7.1,Movie,mystery,104 min,"33,417"
The Long Kiss Goodnight,1996,None,6.8,Movie,mystery,121 min,"70,796"
Inland Empire,2006,None,6.9,Movie,mystery,180 min,"51,964"
Who Am I - Kein System ist sicher,2014,None,7.6,Movie,mystery,102 min,"45,026"
Room 104,2017,None,6.1,TV,mystery,30 min,"4,533"
Scream 3,2000,None,5.6,Movie,mystery,116 min,"120,066"
The Little Stranger,2018,None,5.5,Movie,mystery,111 min,"7,137"
The Uninvited,2009,None,6.3,Movie,mystery,87 min,"74,498"
Ballistic: Ecks vs. Sever,2002,None,3.7,Movie,mystery,91 min,"18,868"
An Inspector Calls,2015,None,7.7,TV,mystery,87 min,"8,727"
Dollhouse,2009,2010,7.7,TV,mystery,44 min,"45,518"
Berlin Syndrome,2017,None,6.3,Movie,mystery,116 min,"20,903"
Zeroville,2019,None,4.6,Movie,mystery,96 min,"1,214"
Alfred Hitchcock Presents,1955,1962,8.5,TV,mystery,25 min,"14,190"
Pi,1998,None,7.4,Movie,mystery,84 min,"166,458"
Get Smart,1965,1970,8.2,TV,mystery,25 min,"10,495"
High Plains Drifter,1973,None,7.5,Movie,mystery,105 min,"48,084"
The Maltese Falcon,1941,None,8,Movie,mystery,100 min,"145,646"
Crossing Jordan,2001,2007,6.9,TV,mystery,60 min,"9,801"
Sherlock Holmes 3,2021,None,None,Movie,mystery,None,None
Apollo 18,2011,None,5.2,Movie,mystery,86 min,"52,908"
Body Double,1984,None,6.8,Movie,mystery,114 min,"27,506"
Devious Maids,2013,2016,7.8,TV,mystery,60 min,"21,296"
After Earth,2013,None,4.8,Movie,mystery,100 min,"188,111"
The Brothers Grimm,2005,None,5.9,Movie,mystery,118 min,"114,196"
The ABC Murders,2018,None,6.6,Movie,mystery,60 min,"7,328"
Taineun Jiokida,2019,None,7.9,TV,mystery,None,691
The Captive,2014,None,5.9,Movie,mystery,112 min,"29,364"
Ôdishon,2000,None,7.2,Movie,mystery,115 min,"69,638"
Breakdown,1997,None,6.9,Movie,mystery,93 min,"47,363"
The Alfred Hitchcock Hour,1962,1965,8.5,TV,mystery,50 min,"3,662"
Mannix,1967,1975,7.3,TV,mystery,60 min,"2,513"
Rashômon,1950,None,8.2,Movie,mystery,88 min,"145,926"
Badla,2019,None,7.9,Movie,mystery,118 min,"19,623"
Grand Hotel,2019,None,7,Movie,mystery,43 min,"2,712"
Spinning Man,2018,None,5.6,Movie,mystery,100 min,"8,846"
Todos lo saben,2018,None,6.9,Movie,mystery,133 min,"26,620"
The Ghost Writer,2010,None,7.2,Movie,mystery,128 min,"153,387"
Secret Obsession,2019,None,4.3,Movie,mystery,97 min,"16,456"
Chen qing ling,2019,None,8.9,Movie,mystery,50 min,"1,475"
The Constant Gardener,2005,None,7.4,Movie,mystery,129 min,"129,653"
8MM,1999,None,6.5,Movie,mystery,123 min,"120,442"
Il commissario Montalbano,1999,None,8.4,TV,mystery,95 min,"2,774"
Homicide: Life on the Street,1993,1999,8.5,TV,mystery,60 min,"11,176"
Exam,2009,None,6.8,Movie,mystery,101 min,"101,782"
Angie Tribeca,2016,2018,7,TV,mystery,30 min,"7,835"
Trois couleurs: Bleu,1993,None,7.9,Movie,mystery,94 min,"84,939"
Tightrope,1984,None,6.3,Movie,mystery,114 min,"15,241"
Don't Let Go,2019,None,6.2,Movie,mystery,103 min,"4,029"
The Droving,2020,None,5.6,Movie,mystery,80 min,369
City Homicide,2007,2011,7.4,TV,mystery,60 min,936
Chung Hing sam lam,1994,None,8.1,Movie,mystery,102 min,"58,755"
Revolver,2005,None,6.4,Movie,mystery,111 min,"87,801"
The Souvenir,2019,None,6.5,Movie,mystery,120 min,"7,323"
Solaris,2002,None,6.2,Movie,mystery,99 min,"77,691"
Vuelven,2017,None,7,Movie,mystery,83 min,"4,347"
Lucky Number Slevin,2006,None,7.7,Movie,mystery,110 min,"295,538"
The Last Drive-In with Joe Bob Briggs,2018,None,9.5,TV,mystery,125 min,677
The Happytime Murders,2018,None,5.4,Movie,mystery,91 min,"22,652"
The Gift,2000,None,6.6,Movie,mystery,112 min,"61,885"
Red Lights,2012,None,6.2,Movie,mystery,114 min,"57,298"
Until Dawn,2015,None,8.8,TV,mystery,None,"10,632"
Awoken,2019,None,4.6,Movie,mystery,88 min,621
Vienna Blood,2019,None,7.4,TV,mystery,90 min,"1,998"
Untitled Indiana Jones Project,2022,None,None,Movie,mystery,None,None
One of Us,2016,None,7,Movie,mystery,60 min,"5,844"
The Inspector Lynley Mysteries,2001,2008,7.3,TV,mystery,90 min,"4,011"
House on Haunted Hill,1999,None,5.6,Movie,mystery,93 min,"52,201"
Blue Heelers,1994,2006,6.7,TV,mystery,60 min,874
Vantage Point,2008,None,6.6,Movie,mystery,90 min,"142,895"
The Haunting,1999,None,5,Movie,mystery,113 min,"69,604"
Papurika,2006,None,7.7,Movie,mystery,90 min,"67,080"
Cagney & Lacey,1981,1988,6.7,TV,mystery,60 min,"3,176"
The Negotiator,1998,None,7.3,Movie,mystery,140 min,"127,214"
Nash Bridges,1996,2001,6.8,TV,mystery,60 min,"6,221"
Forbrydelsen,2007,2012,8.4,TV,mystery,57 min,"23,224"
I Still Know What You Did Last Summer,1998,None,4.7,Movie,mystery,100 min,"66,771"
Sapphire & Steel,1979,1982,8,TV,mystery,30 min,"1,281"
Secret Window,2004,None,6.6,Movie,mystery,96 min,"177,268"
Lost River,2014,None,5.8,Movie,mystery,95 min,"16,608"
Wiedzmin 3: Dziki Gon,2015,None,9.8,TV,mystery,None,"17,837"
The Flemish Bandits,2018,None,6.7,TV,mystery,45 min,"1,323"
Jeepers Creepers 3,2017,None,3.9,Movie,mystery,100 min,"16,197"
The Pretender,1996,2000,7.5,TV,mystery,60 min,"14,483"
Gargoyles,1994,1996,8.1,TV,mystery,30 min,"13,866"
Urban Legend,1998,None,5.6,Movie,mystery,99 min,"57,837"
Içerde,2016,2017,8,TV,mystery,60 min,"14,206"
Congo,1995,None,5.3,Movie,mystery,109 min,"41,122"
Stir of Echoes,1999,None,7,Movie,mystery,99 min,"72,562"
Magnum Force,1973,None,7.2,Movie,mystery,124 min,"54,179"
Dragonfly,2002,None,6.1,Movie,mystery,104 min,"36,100"
No Offence,2015,None,8,TV,mystery,42 min,"3,957"
Monster House,2006,None,6.6,Movie,mystery,91 min,"96,380"
Sanctuary,2008,2011,7.3,TV,mystery,44 min,"18,572"
The Hollow,2018,2020,7.2,TV,mystery,24 min,"2,989"
Earthquake Bird,2019,None,5.9,Movie,mystery,107 min,"11,170"
Color of Night,1994,None,5.2,Movie,mystery,121 min,"22,222"
The Long Goodbye,1973,None,7.6,Movie,mystery,112 min,"24,676"
Scooby-Doo and Guess Who?,2019,None,7.3,TV,mystery,22 min,499
Psycho II,1983,None,6.5,Movie,mystery,113 min,"22,935"
Bitten,2014,2016,7,TV,mystery,44 min,"15,563"
The Gunman,2015,None,5.8,Movie,mystery,115 min,"37,941"
Crooked House,2017,None,6.3,Movie,mystery,115 min,"16,395"
Insidious: Chapter 2,2013,None,6.6,Movie,mystery,106 min,"149,873"
Bag of Bones,2011,None,5.8,Movie,mystery,157 min,"8,242"
Re: Zero kara hajimeru isekai seikatsu,2016,None,8,TV,mystery,24 min,"7,698"
The Courier,2012,None,4.5,Movie,mystery,95 min,"4,487"
Saw II,2005,None,6.6,Movie,mystery,93 min,"227,357"
The Saint,1962,1969,7.5,TV,mystery,50 min,"4,271"
The Signal,2014,None,6.1,Movie,mystery,97 min,"60,940"
Sweetheart,2019,None,5.8,Movie,mystery,82 min,"4,471"
Wallander,2008,2016,7.9,TV,mystery,90 min,"11,942"
The Limehouse Golem,2016,None,6.3,Movie,mystery,109 min,"17,357"
Body of Proof,2011,2013,7.1,TV,mystery,60 min,"14,623"
Beck,1997,None,7.4,TV,mystery,90 min,"3,849"
A Scanner Darkly,2006,None,7.1,Movie,mystery,100 min,"104,400"
9,2009,None,7.1,Movie,mystery,79 min,"130,253"
Gone,2012,None,5.9,Movie,mystery,94 min,"41,241"
Justice League,2001,2004,8.5,TV,mystery,22 min,"39,435"
The Song of Names,2019,None,6.2,Movie,mystery,113 min,"1,328"
Evil Under the Sun,1982,None,7.1,Movie,mystery,117 min,"13,445"
Frequency,2000,None,7.3,Movie,mystery,118 min,"98,645"
The Loft,2014,None,6.3,Movie,mystery,108 min,"50,225"
Night Gallery,1969,1973,8,TV,mystery,50 min,"4,528"
Loving Vincent,2017,None,7.8,Movie,mystery,94 min,"47,102"
Instinct,2018,2019,6.6,TV,mystery,60 min,"5,988"
Ne le dis à personne,2006,None,7.5,Movie,mystery,131 min,"49,141"
Secuestro,2016,None,6.4,Movie,mystery,105 min,"7,055"
Black Death,2010,None,6.4,Movie,mystery,102 min,"43,069"
Left Behind,2014,None,3.1,Movie,mystery,110 min,"35,914"
The Unborn,2009,None,4.8,Movie,mystery,88 min,"48,636"
Drishyam,2015,None,8.2,Movie,mystery,163 min,"63,654"
The Woman in the Window,1944,None,7.7,Movie,mystery,107 min,"13,331"
February,2015,None,5.9,Movie,mystery,93 min,"16,972"
El silencio de la ciudad blanca,2019,None,5.2,Movie,mystery,110 min,"3,003"
Three Days of the Condor,1975,None,7.4,Movie,mystery,117 min,"46,103"
Disturbing Behavior,1998,None,5.7,Movie,mystery,84 min,"20,406"
Nightmare Alley,,None,None,TV,mystery,None,None
The Clovehitch Killer,2018,None,6.5,Movie,mystery,109 min,"14,765"
Monster,2004,2010,8.6,TV,mystery,24 min,"18,339"
Crown Vic,2019,None,6.4,Movie,mystery,110 min,"2,443"
Personal Shopper,2016,None,6.1,Movie,mystery,105 min,"34,935"
Basic Instinct 2,2006,None,4.3,Movie,mystery,114 min,"36,587"
Goosebumps,1995,1998,7.7,TV,mystery,22 min,"11,439"
The Dead Pool,1988,None,6.3,Movie,mystery,91 min,"39,275"
The Interpreter,2005,None,6.4,Movie,mystery,128 min,"95,627"
Friday the 13th: A New Beginning,1985,None,4.8,Movie,mystery,92 min,"32,199"
Spenser: For Hire,1985,1988,7.3,TV,mystery,60 min,"2,076"
The Haves and the Have Nots,2013,None,6,TV,mystery,42 min,"2,752"
The Grudge,2004,None,5.9,Movie,mystery,91 min,"136,518"
Kimbiseoga wae geureolkka,2018,None,8.1,TV,mystery,60 min,"3,882"
2010: The Year We Make Contact,1984,None,6.8,Movie,mystery,116 min,"48,513"
Keeping Faith,2017,None,7.1,TV,mystery,60 min,"2,969"
The Paperboy,2012,None,5.8,Movie,mystery,107 min,"35,040"
American Woman,2018,None,6.8,Movie,mystery,111 min,"4,023"
Dream House,2011,None,6,Movie,mystery,84 min,"62,108"
The Fourth Kind,2009,None,5.9,Movie,mystery,98 min,"72,325"
The Disappearance of Madeleine McCann,2019,None,6.6,TV,mystery,60 min,"7,132"
A Perfect Getaway,2009,None,6.5,Movie,mystery,98 min,"66,158"
Wiseguy,1987,2009,7.8,TV,mystery,60 min,"1,964"
Star Trek: Generations,1994,None,6.6,Movie,mystery,118 min,"74,196"
In the Mouth of Madness,1995,None,7.2,Movie,mystery,95 min,"58,737"
A Walk Among the Tombstones,2014,None,6.5,Movie,mystery,114 min,"109,918"
The Avengers,1961,1969,8.2,TV,mystery,60 min,"6,329"
Wire in the Blood,2002,2009,8.3,TV,mystery,69 min,"6,904"
The Head,2020,None,7.4,TV,mystery,None,79
Lady in the Water,2006,None,5.5,Movie,mystery,110 min,"93,300"
The Pelican Brief,1993,None,6.6,Movie,mystery,141 min,"74,248"
"Midnight, Texas",2017,2018,7.4,TV,mystery,60 min,"11,989"
Omoide no Mânî,2014,None,7.7,Movie,mystery,103 min,"29,229"
Murder by Numbers,2002,None,6.2,Movie,mystery,115 min,"51,857"
Paycheck,2003,None,6.3,Movie,mystery,119 min,"100,923"
Polaroid,2019,None,5.1,Movie,mystery,88 min,"9,104"
Presumed Innocent,1990,None,6.9,Movie,mystery,127 min,"36,351"
Mindhunters,2004,None,6.4,Movie,mystery,106 min,"56,864"
The Mothman Prophecies,2002,None,6.4,Movie,mystery,119 min,"73,786"
Prom Night,2008,None,3.9,Movie,mystery,88 min,"33,088"
The Number 23,2007,None,6.4,Movie,mystery,98 min,"190,092"
Keepers,2018,None,5.8,Movie,mystery,107 min,"12,475"
Slasher,2016,None,6.7,TV,mystery,60 min,"10,288"
Insidious: Chapter 3,2015,None,6.1,Movie,mystery,97 min,"89,624"
Manyeo,2018,None,7.1,Movie,mystery,125 min,"4,176"
Atlantique,2019,None,6.7,Movie,mystery,106 min,"6,478"
Tales of the Unexpected,1979,1988,7.7,TV,mystery,25 min,"1,476"
Pretty Little Liars: The Perfectionists,2019,None,7.1,Movie,mystery,45 min,"3,338"
Prime Suspect,1991,None,8.4,Movie,mystery,207 min,"6,331"
Innocent,2018,None,7.4,TV,mystery,45 min,"2,264"
Flightplan,2005,None,6.3,Movie,mystery,98 min,"149,233"
Femme Fatale,2002,None,6.2,Movie,mystery,114 min,"32,932"
Dead Over Diamonds: Picture Perfect Mysteries,2020,None,6.6,TV,mystery,120 min,281
Barnaby Jones,1973,1980,6.8,TV,mystery,60 min,"2,020"
Escape Plan 2: Hades,2018,None,3.8,Movie,mystery,96 min,"26,186"
Dragnet 1967,1967,1970,7.6,TV,mystery,30 min,"2,163"
The Golden Child,1986,None,6,Movie,mystery,94 min,"49,685"
Without a Paddle,2004,None,5.9,Movie,mystery,95 min,"43,411"
Unfriended,2014,None,5.5,Movie,mystery,83 min,"65,918"
Escape to Witch Mountain,1975,None,6.4,Movie,mystery,97 min,"8,923"
Winter's Tale,2014,None,6.2,Movie,mystery,118 min,"51,053"
The Hole,2001,None,6.2,Movie,mystery,102 min,"43,457"
Taken,2002,None,7.9,Movie,mystery,877 min,"18,922"
Dalziel and Pascoe,1996,2007,7.3,TV,mystery,120 min,"2,258"
Whitechapel,2009,2013,7.9,TV,mystery,180 min,"10,588"
Flickan som lekte med elden,2009,None,7.2,Movie,mystery,129 min,"88,907"
"Hush...Hush, Sweet Charlotte",1964,None,7.6,Movie,mystery,133 min,"12,287"
Cash Truck,2021,None,None,Movie,mystery,None,None
Lovejoy,1986,1994,7.8,TV,mystery,50 min,"2,699"
Gothika,2003,None,5.8,Movie,mystery,98 min,"104,168"
In Plain Sight,2008,2012,7.3,TV,mystery,60 min,"9,856"
Blood Work,2002,None,6.4,Movie,mystery,110 min,"41,053"
Caché,2005,None,7.3,Movie,mystery,117 min,"70,927"
Ghajini,2008,None,7.3,Movie,mystery,183 min,"54,863"
10 Minutes Gone,2019,None,3.6,Movie,mystery,89 min,"2,039"
Hap and Leonard,2016,2018,7.6,TV,mystery,60 min,"6,362"
Bancroft,2017,None,6.7,TV,mystery,60 min,"2,286"
Exposed, (20,None,4.3,TV,mystery,102 min,"13,228"
The Titan,2018,None,4.8,Movie,mystery,97 min,"26,517"
Los cronocrímenes,2007,None,7.2,Movie,mystery,92 min,"55,782"
The Boys from Brazil,1978,None,7,Movie,mystery,125 min,"24,755"
"What's New, Scooby-Doo?",2002,2006,7.2,TV,mystery,30 min,"7,462"
The Super,2017,None,5.9,Movie,mystery,90 min,"12,227"
The Haunted Mansion,2003,None,5,Movie,mystery,99 min,"40,598"
Der Pass,2018,None,8,TV,mystery,43 min,"3,236"
Coroner,2019,None,6.7,TV,mystery,60 min,"1,617"
The Victim,2019,None,7.7,TV,mystery,57 min,"3,022"
Howl,2015,None,5.4,Movie,mystery,92 min,"10,971"
Picnic at Hanging Rock,2018,None,6.1,Movie,mystery,51 min,"3,322"
2:22,2017,None,5.8,Movie,mystery,98 min,"18,705"
The Control,2018,None,4.3,Movie,mystery,94 min,82
The Words,2012,None,7,Movie,mystery,102 min,"73,116"
Paranoid,2016,None,6.7,Movie,mystery,45 min,"6,102"
Midnight in the Garden of Good and Evil,1997,None,6.6,Movie,mystery,155 min,"36,007"
Killing Me Softly,2002,None,5.5,Movie,mystery,100 min,"16,782"
Psycho-Pass,2012,None,8.2,TV,mystery,25 min,"14,453"
The Langoliers,1995,None,6.1,Movie,mystery,180 min,"26,040"
In the Cut,2003,None,5.3,Movie,mystery,119 min,"21,371"
City of Lies,2018,None,6.3,Movie,mystery,112 min,"4,561"
Population 436,2006,None,5.7,TV,mystery,92 min,"10,694"
The Owl House,2020,None,7.8,TV,mystery,None,723
Psych: The Movie,2017,None,7.5,TV,mystery,88 min,"7,750"
Saw 3D,2010,None,5.6,Movie,mystery,90 min,"87,908"
Primeval,2007,2011,7.3,TV,mystery,60 min,"13,042"
The Bridge,2013,2014,7.6,TV,mystery,43 min,"17,357"
Defending Jacob,2020,None,8.1,Movie,crime,402 min,"14,954"
Uncut Gems,2019,None,7.5,Movie,crime,135 min,"178,889"
Dark,2017,2020,8.7,TV,crime,60 min,"187,762"
Ozark,2017,None,8.4,TV,crime,60 min,"157,917"
La Casa de Papel,2017,None,8.4,TV,crime,70 min,"251,259"
Breaking Bad,2008,2013,9.5,TV,crime,49 min,"1,363,082"
White Lines,2020,None,6.6,TV,crime,60 min,"9,345"
Peaky Blinders,2013,None,8.8,TV,crime,60 min,"293,713"
Criminal Minds,2005,2020,8.1,TV,crime,42 min,"150,476"
Stargirl,2020,None,7.4,TV,crime,45 min,"3,357"
Joker,2019,None,8.5,Movie,crime,122 min,"809,274"
The Last Days of American Crime,2020,None,3.6,Movie,crime,148 min,"4,944"
Brooklyn Nine-Nine,2013,None,8.4,TV,crime,22 min,"196,281"
Lucifer,2015,None,8.2,TV,crime,42 min,"196,267"
Better Call Saul,2015,None,8.7,TV,crime,46 min,"295,924"
Knives Out,2019,None,7.9,Movie,crime,130 min,"321,806"
Riverdale,2017,None,7,TV,crime,45 min,"107,879"
Homeland,2011,2020,8.3,TV,crime,55 min,"301,463"
The Blacklist,2013,None,8,TV,crime,43 min,"182,202"
The Gentlemen,2019,None,7.9,Movie,crime,113 min,"147,818"
Sons of Anarchy,2008,2014,8.6,TV,crime,45 min,"245,252"
Just Mercy,2019,None,7.6,Movie,crime,137 min,"30,673"
The Sopranos,1999,2007,9.2,TV,crime,55 min,"280,095"
Paatal Lok,2020,None,7.5,TV,crime,44 min,"28,390"
Outer Banks,2020,None,7.6,TV,crime,50 min,"12,664"
Dirty John,2018,None,7.1,TV,crime,50 min,"11,896"
Jeffrey Epstein: Filthy Rich,2020,None,7.1,Movie,crime,226 min,"7,665"
Perry Mason,2020,None,None,TV,crime,None,None
Law & Order: Special Victims Unit,1999,None,8,TV,crime,60 min,"76,261"
The Wire,2002,2008,9.3,TV,crime,59 min,"269,334"
Extraction,2020,None,6.8,Movie,crime,116 min,"121,946"
Queen of the South,2016,None,7.9,TV,crime,42 min,"15,342"
Prison Break,2005,2017,8.3,TV,crime,44 min,"456,500"
NCIS: Naval Criminal Investigative Service,2003,None,7.8,TV,crime,60 min,"114,628"
Fargo,2014,None,8.9,TV,crime,53 min,"303,398"
The Boys,2019,None,8.7,TV,crime,60 min,"148,073"
Bosch,2014,None,8.4,TV,crime,51 min,"41,628"
Penny Dreadful: City of Angels,2020,None,6,TV,crime,None,"3,499"
The Lovebirds,2020,None,6,Movie,crime,86 min,"12,977"
How to Get Away with Murder,2014,2020,8.1,TV,crime,43 min,"117,032"
Arrow,2012,2020,7.6,TV,crime,42 min,"399,961"
Gangs of London,2020,None,8.3,TV,crime,None,"9,798"
True Detective,2014,None,9,TV,crime,55 min,"478,052"
Dexter,2006,2013,8.6,TV,crime,53 min,"624,556"
Bad Boys for Life,2020,None,6.7,Movie,crime,124 min,"98,731"
Mr. Robot,2015,2019,8.5,TV,crime,49 min,"315,811"
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,2020,None,6.1,Movie,crime,109 min,"119,389"
Animal Kingdom,2016,None,8.2,TV,crime,60 min,"21,676"
Midsomer Murders,1997,None,7.7,TV,crime,90 min,"21,827"
Bones,2005,2017,7.8,TV,crime,40 min,"134,627"
When They See Us,2019,None,8.9,Movie,crime,296 min,"75,992"
Sherlock,2010,None,9.1,TV,crime,88 min,"766,291"
Chicago P.D.,2014,None,8.1,TV,crime,43 min,"25,858"
I See You,(201,None,6.8,TV,crime,98 min,"14,068"
Capone,2020,None,4.8,Movie,crime,103 min,"8,621"
The Godfather,1972,None,9.2,Movie,crime,175 min,"1,553,340"
The Wolf of Wall Street,2013,None,8.2,Movie,crime,180 min,"1,122,181"
Batwoman,2019,None,3.5,TV,crime,45 min,"26,988"
The Dark Knight,2008,None,9,Movie,crime,152 min,"2,218,537"
Cardinal,2017,None,7.7,TV,crime,42 min,"6,057"
Mindhunter,2017,None,8.6,TV,crime,60 min,"191,348"
BlacKkKlansman,2018,None,7.5,Movie,crime,135 min,"194,929"
Harley Quinn,2019,None,8.5,TV,crime,23 min,"7,923"
Blindspot,2015,None,7.4,TV,crime,42 min,"63,875"
Gotham,2014,2019,7.8,TV,crime,42 min,"205,928"
The Mentalist,2008,2015,8.1,TV,crime,43 min,"159,890"
Waco,2018,None,7.9,Movie,crime,292 min,"14,815"
Narcos,2015,2017,8.8,TV,crime,49 min,"333,978"
The Good Fight,2017,None,8.3,TV,crime,45 min,"18,235"
The Batman,2021,None,None,Movie,crime,None,None
La Corazonada,2020,None,5.3,Movie,crime,116 min,"1,207"
Psych,2006,2014,8.3,TV,crime,44 min,"81,664"
The Silence of the Lambs,1991,None,8.6,Movie,crime,118 min,"1,218,907"
Pulp Fiction,1994,None,8.9,Movie,crime,154 min,"1,762,203"
Orange Is the New Black,2013,2019,8.1,TV,crime,59 min,"272,343"
Law & Order,1990,2010,7.7,TV,crime,45 min,"30,655"
Hunters,2020,None,7.2,TV,crime,60 min,"24,060"
The X Files,1993,2018,8.6,TV,crime,45 min,"192,150"
You,2018,None,7.8,TV,crime,45 min,"124,908"
Élite,2018,None,7.6,TV,crime,60 min,"39,024"
The Rookie,2018,None,8.1,TV,crime,43 min,"16,691"
The Sinner,2017,None,8,TV,crime,45 min,"74,324"
The Outsider,2020,None,7.9,TV,crime,60 min,"49,020"
Hightown,2020,None,5.8,TV,crime,None,835
The Irishman,2019,None,7.9,Movie,crime,209 min,"294,299"
Se7en,1995,None,8.6,Movie,crime,127 min,"1,385,610"
Justified,2010,2015,8.6,TV,crime,44 min,"82,355"
Hustlers,2019,None,6.3,Movie,crime,110 min,"71,053"
Hawaii Five-0,2010,2020,7.3,TV,crime,42 min,"64,990"
13th,2016,None,8.2,Movie,crime,100 min,"26,073"
Infamous,2020,None,3.4,Movie,crime,100 min,352
Line of Duty,2012,None,8.6,TV,crime,60 min,"28,079"
Titans,2018,None,7.8,TV,crime,45 min,"59,465"
Death in Paradise,2011,None,7.8,TV,crime,60 min,"13,036"
No Country for Old Men,2007,None,8.1,Movie,crime,122 min,"819,979"
Public Enemies,2009,None,7,Movie,crime,140 min,"275,023"
The Departed,2006,None,8.5,Movie,crime,151 min,"1,147,149"
Blue Bloods,2010,None,7.6,TV,crime,43 min,"31,012"
Big Little Lies,2017,2019,8.5,TV,crime,60 min,"140,776"
Poirot,1989,2013,8.6,TV,crime,100 min,"36,050"
The Americans,2013,2018,8.4,TV,crime,44 min,"78,828"
Person of Interest,2011,2016,8.4,TV,crime,43 min,"158,956"
Monk,2002,2009,7.9,TV,crime,44 min,"62,667"
Twin Peaks,1990,1991,8.8,TV,crime,47 min,"166,753"
Bad Education,2019,None,7.1,Movie,crime,108 min,"17,949"
Hannibal,2013,2015,8.5,TV,crime,44 min,"215,783"
Castle,2009,2016,8.1,TV,crime,43 min,"137,143"
