name,from,to,rating,tv_or_movie,genre,runtime,votes
Dick Tracy,1990,None,6.1,Movie,comedy,105 min,"56,024"
RED,2010,None,7,Movie,comedy,111 min,"281,895"
Finding Nemo,2003,None,8.1,Movie,comedy,100 min,"919,731"
Hot Fuzz,2007,None,7.8,Movie,comedy,121 min,"448,944"
He's Just Not That Into You,2009,None,6.4,Movie,comedy,129 min,"158,117"
Pretty Woman,1990,None,7,Movie,comedy,119 min,"278,345"
Some Good News,2020,None,9.1,TV,comedy,15 min,822
Casper,1995,None,6.1,Movie,comedy,100 min,"115,580"
Heathers,1989,None,7.2,Movie,comedy,103 min,"84,767"
The Mask,1994,None,6.9,Movie,comedy,101 min,"334,188"
Coyote Ugly,2000,None,5.7,Movie,comedy,100 min,"104,487"
The Kissing Booth,2018,None,6.1,Movie,comedy,105 min,"53,817"
Pokémon Detective Pikachu,2019,None,6.6,Movie,comedy,104 min,"126,577"
Jerry Maguire,1996,None,7.3,Movie,comedy,139 min,"234,512"
The Death of Stalin,2017,None,7.2,Movie,comedy,107 min,"79,440"
The Parent Trap,1998,None,6.5,Movie,comedy,128 min,"115,880"
We're the Millers,2013,None,7,Movie,comedy,110 min,"391,266"
The Girl Next Door,2004,None,6.7,Movie,comedy,109 min,"197,022"
Kick-Ass,2010,None,7.6,Movie,comedy,117 min,"515,047"
Zapped!,1982,None,5,Movie,comedy,98 min,"6,004"
Tusk,2014,None,5.3,Movie,comedy,102 min,"44,547"
Imposters,2017,None,7.8,TV,comedy,41 min,"9,253"
Hairspray,2007,None,6.6,Movie,comedy,117 min,"117,200"
The Secret Life of Pets 2,2019,None,6.5,Movie,comedy,86 min,"44,279"
A Million Little Things,2018,None,7.9,TV,comedy,43 min,"7,293"
That Thing You Do!,1996,None,6.9,Movie,comedy,108 min,"60,496"
Blazing Saddles,1974,None,7.7,Movie,comedy,93 min,"121,993"
Eurovision Song Contest: The Story of Fire Saga,2020,None,None,Movie,comedy,123 min,None
The Graduate,1967,None,8,Movie,comedy,106 min,"247,952"
Central Intelligence,2016,None,6.3,Movie,comedy,107 min,"152,649"
Red Shoes and the Seven Dwarfs,2019,None,6.3,Movie,comedy,92 min,"1,297"
The Grand Tour,2016,None,8.7,TV,comedy,60 min,"60,202"
Old School,2003,None,7.1,Movie,comedy,88 min,"210,313"
Get Hard,2015,None,6,Movie,comedy,100 min,"118,487"
The Princess and the Frog,2009,None,7.1,Movie,comedy,97 min,"118,428"
Kindergarten Cop,1990,None,6.1,Movie,comedy,111 min,"132,114"
Coming to America,1988,None,7,Movie,comedy,116 min,"158,047"
The Nanny,1993,1999,6.9,TV,comedy,22 min,"36,012"
Guest House Paradiso,1999,None,6.2,Movie,comedy,89 min,"9,148"
Drop Dead Diva,2009,2014,7.4,TV,comedy,60 min,"17,546"
Kim's Convenience,2016,None,8.1,TV,comedy,22 min,"6,452"
The Debt Collector,2018,None,5.7,Movie,comedy,95 min,"4,349"
Idiocracy,2006,None,6.6,Movie,comedy,84 min,"139,705"
The Devil Wears Prada,2006,None,6.9,Movie,comedy,109 min,"358,673"
Shrek,2001,None,7.8,Movie,comedy,90 min,"595,085"
The Dirt,2019,None,7,Movie,comedy,107 min,"35,874"
Hannah Montana,2006,2011,5,TV,comedy,23 min,"35,714"
Benidorm,2007,2018,7.4,TV,comedy,30 min,"3,537"
Aladdin,1992,None,8,Movie,comedy,90 min,"359,318"
Top Secret!,1984,None,7.2,Movie,comedy,90 min,"58,090"
Game Night,2018,None,6.9,Movie,comedy,100 min,"192,610"
Can't Buy Me Love,1987,None,6.8,Movie,comedy,94 min,"31,453"
Get Smart,2008,None,6.5,Movie,comedy,110 min,"198,963"
Hunt for the Wilderpeople,2016,None,7.9,Movie,comedy,101 min,"102,246"
She's All That,1999,None,5.9,Movie,comedy,95 min,"82,044"
Moonrise Kingdom,2012,None,7.8,Movie,comedy,94 min,"308,282"
This Is the End,2013,None,6.6,Movie,comedy,107 min,"375,674"
In Bruges,2008,None,7.9,Movie,comedy,107 min,"380,455"
Shameless,2004,2013,8,TV,comedy,90 min,"14,060"
White Chicks,2004,None,5.6,Movie,comedy,109 min,"126,415"
Police Academy,1984,None,6.7,Movie,comedy,96 min,"110,056"
Bad Boys II,2003,None,6.6,Movie,comedy,147 min,"225,259"
Panchayat,2020,None,8.8,TV,comedy,35 min,"16,342"
Trading Places,1983,None,7.5,Movie,comedy,116 min,"130,640"
The Farewell,2019,None,7.6,Movie,comedy,100 min,"40,904"
3 Idiots,2009,None,8.4,Movie,comedy,170 min,"326,629"
Groundhog Day,1993,None,8,Movie,comedy,101 min,"565,052"
Valley Girl,2020,None,5.4,Movie,comedy,102 min,925
Shaun of the Dead,2004,None,7.9,Movie,comedy,99 min,"498,024"
2 Broke Girls,2011,2017,6.7,TV,comedy,22 min,"88,158"
Russian Doll,2019,None,7.9,TV,comedy,30 min,"59,311"
Crazy Ex-Girlfriend,2015,2019,7.8,TV,comedy,42 min,"15,740"
Sky High,2005,None,6.2,Movie,comedy,100 min,"76,373"
Legally Blonde,2001,None,6.3,Movie,comedy,96 min,"177,332"
Scream Queens,2015,2016,7.1,TV,comedy,45 min,"33,271"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,None,8.4,Movie,comedy,95 min,"436,824"
Saturday Night Live,1975,None,8.1,TV,comedy,90 min,"41,425"
Sabrina the Teenage Witch,1996,2003,6.6,TV,comedy,22 min,"32,868"
Galaxy Quest,1999,None,7.3,Movie,comedy,102 min,"144,345"
Downhill,2020,None,4.8,Movie,comedy,86 min,"4,703"
Troop Zero,2019,None,6.9,Movie,comedy,94 min,"6,559"
Stripes,1981,None,6.9,Movie,comedy,106 min,"63,107"
Descendants,2015,None,6.3,TV,comedy,112 min,"14,796"
Pushing Daisies,2007,2009,8.3,TV,comedy,44 min,"52,552"
"Monsters, Inc.",2001,None,8,Movie,comedy,92 min,"787,706"
The Lost Boys,1987,None,7.3,Movie,comedy,97 min,"118,530"
3rd Rock from the Sun,1996,2001,7.7,TV,comedy,60 min,"45,327"
The Little Rascals,1994,None,6.3,Movie,comedy,82 min,"41,606"
Jessie,2011,2015,5.9,TV,comedy,30 min,"11,906"
King of the Hill,1997,2010,7.3,TV,comedy,30 min,"44,006"
Enchanted,2007,None,7,Movie,comedy,107 min,"172,562"
Mighty Oak,2020,None,6.5,Movie,comedy,102 min,8
The Dukes of Hazzard,1979,1985,7.1,TV,comedy,60 min,"10,462"
Only Fools and Horses....,1981,2003,8.9,TV,comedy,95 min,"44,374"
Wedding Crashers,2005,None,6.9,Movie,comedy,119 min,"325,654"
Better Things,2016,None,7.8,TV,comedy,22 min,"11,238"
Little Shop of Horrors,1986,None,7,Movie,comedy,94 min,"62,769"
iCarly,2007,2012,6.6,TV,comedy,30 min,"31,068"
Gilmore Girls: A Year in the Life,2016,None,7.7,Movie,comedy,90 min,"27,522"
Pain & Gain,2013,None,6.4,Movie,comedy,129 min,"196,404"
Under the Tuscan Sun,2003,None,6.8,Movie,comedy,113 min,"45,856"
Night at the Museum,2006,None,6.4,Movie,comedy,108 min,"304,375"
Blindspotting,2018,None,7.4,Movie,comedy,95 min,"24,000"
Despicable Me,2010,None,7.6,Movie,comedy,95 min,"487,526"
Broke,2020,None,4.2,TV,comedy,None,770
Men in Black,1997,None,7.3,Movie,comedy,98 min,"502,884"
John Tucker Must Die,2006,None,5.8,Movie,comedy,89 min,"77,980"
The Laundromat,2019,None,6.3,Movie,comedy,95 min,"38,892"
Notting Hill,1999,None,7.1,Movie,comedy,124 min,"262,371"
Agatha Raisin,2014,None,7.3,TV,comedy,60 min,"2,658"
Bewitched,1964,1972,7.5,TV,comedy,25 min,"15,924"
Z Nation,2014,2018,6.7,TV,comedy,44 min,"31,558"
The Waterboy,1998,None,6.1,Movie,comedy,90 min,"144,694"
Blow the Man Down,2019,None,6.4,Movie,comedy,91 min,"4,280"
Movie 43,2013,None,4.3,Movie,comedy,94 min,"97,378"
No Strings Attached,2011,None,6.2,Movie,comedy,108 min,"207,753"
"O Brother, Where Art Thou?",2000,None,7.7,Movie,comedy,107 min,"276,369"
The Edge of Seventeen,2016,None,7.3,Movie,comedy,104 min,"98,138"
Wild at Heart,1990,None,7.2,Movie,comedy,125 min,"79,696"
Office Space,1999,None,7.7,Movie,comedy,89 min,"235,953"
The Fisher King,1991,None,7.5,Movie,comedy,137 min,"76,973"
The Big Sick,2017,None,7.5,Movie,comedy,120 min,"115,446"
Observe and Report,2009,None,5.8,Movie,comedy,86 min,"59,678"
The Heartbreak Kid,2007,None,5.8,Movie,comedy,116 min,"83,709"
Pretty in Pink,1986,None,6.8,Movie,comedy,97 min,"71,953"
True Lies,1994,None,7.2,Movie,comedy,141 min,"230,701"
Hogan's Heroes,1965,1971,7.9,TV,comedy,25 min,"8,228"
The Kominsky Method,2018,None,8.2,TV,comedy,30 min,"21,298"
#BlackAF,2020,None,6.7,TV,comedy,36 min,"2,963"
Boston Legal,2004,2008,8.4,TV,comedy,44 min,"41,407"
Chicago,2002,None,7.1,Movie,comedy,113 min,"210,828"
Fresh Off the Boat,2015,None,7.8,TV,comedy,22 min,"21,276"
Ally McBeal,1997,2002,6.8,TV,comedy,45 min,"29,326"
Four Weddings and a Funeral,1994,None,7,Movie,comedy,117 min,"134,448"
Good Luck Charlie,2010,2014,7,TV,comedy,22 min,"17,721"
Cruella,2021,None,None,Movie,comedy,None,None
Pitch Perfect 3,2017,None,5.8,Movie,comedy,93 min,"52,664"
Saved by the Bell,1989,2020,7,TV,comedy,30 min,"30,211"
Mrs. Doubtfire,1993,None,7,Movie,comedy,125 min,"236,795"
Mr. & Mrs. Smith,2005,None,6.5,Movie,comedy,120 min,"438,878"
The Love Witch,2016,None,6.2,Movie,comedy,120 min,"11,514"
Peep Show,2003,2015,8.6,TV,comedy,25 min,"50,288"
Betty,2020,None,6.2,TV,comedy,None,721
A Good Old Fashioned Orgy,2011,None,6.1,Movie,comedy,95 min,"20,710"
Ghostbusters,2016,None,5.2,Movie,comedy,116 min,"198,092"
High School Musical,2006,None,5.4,TV,comedy,98 min,"78,040"
Home Improvement,1991,1999,7.2,TV,comedy,22 min,"38,476"
The Princess Diaries,2001,None,6.3,Movie,comedy,111 min,"123,747"
Haikyuu!!,2014,2020,8.7,TV,comedy,24 min,"6,198"
American Reunion,2012,None,6.7,Movie,comedy,113 min,"198,821"
She's the Man,2006,None,6.3,Movie,comedy,105 min,"142,542"
The Witches,None,None,None,Movie,comedy,None,None
Now You See Me 2,2016,None,6.5,Movie,comedy,129 min,"237,364"
Austin Powers: International Man of Mystery,1997,None,7,Movie,comedy,94 min,"216,125"
Can't Hardly Wait,1998,None,6.5,Movie,comedy,100 min,"44,370"
Charlie's Angels,2000,None,5.5,Movie,comedy,98 min,"172,273"
Addams Family Values,1993,None,6.7,Movie,comedy,94 min,"76,092"
Juno,2007,None,7.4,Movie,comedy,96 min,"480,945"
Fear and Loathing in Las Vegas,1998,None,7.6,Movie,comedy,118 min,"252,550"
Dirk Gently's Holistic Detective Agency,2016,2017,8.3,TV,comedy,60 min,"39,790"
Late Night,2019,None,6.5,Movie,comedy,102 min,"23,612"
The Rocky Horror Picture Show,1975,None,7.4,Movie,comedy,100 min,"127,729"
Who Framed Roger Rabbit,1988,None,7.7,Movie,comedy,104 min,"176,877"
Big Daddy,1999,None,6.4,Movie,comedy,93 min,"194,005"
Monty Python and the Holy Grail,1975,None,8.2,Movie,comedy,91 min,"487,194"
Steel Magnolias,1989,None,7.3,Movie,comedy,117 min,"45,388"
DuckTales,2017,None,8.2,TV,comedy,21 min,"5,316"
The Wonder Years,1988,1993,8.3,TV,comedy,22 min,"33,121"
The Family Man,2019,None,8.6,TV,comedy,45 min,"21,115"
The Square,2017,None,7.2,Movie,comedy,151 min,"51,760"
Ash vs Evil Dead,2015,2018,8.4,TV,comedy,30 min,"62,128"
Dolemite Is My Name,2019,None,7.3,Movie,comedy,118 min,"46,478"
Trolls,2016,None,6.5,Movie,comedy,92 min,"69,054"
Adventures in Babysitting,1987,None,6.9,Movie,comedy,102 min,"36,257"
Maniac,2018,None,7.8,Movie,comedy,40 min,"60,337"
"Honey, I Shrunk the Kids",1989,None,6.3,Movie,comedy,93 min,"138,278"
Major League II,1994,None,5.6,Movie,comedy,105 min,"24,526"
The Sandlot,1993,None,7.8,Movie,comedy,101 min,"76,074"
Phineas and Ferb,2007,2015,7.9,TV,comedy,15 min,"31,996"
Insatiable,2018,2019,6.6,TV,comedy,45 min,"20,875"
Wild Wild West,1999,None,4.9,Movie,comedy,106 min,"150,071"
Reba,2001,2007,6.5,TV,comedy,30 min,"12,866"
That's My Boy,2012,None,5.5,Movie,comedy,116 min,"88,037"
Seven Psychopaths,2012,None,7.2,Movie,comedy,110 min,"234,568"
War Dogs,2016,None,7.1,Movie,comedy,114 min,"169,514"
It's a Mad Mad Mad Mad World,1963,None,7.5,Movie,comedy,210 min,"36,607"
Can You Keep a Secret?,2019,None,5.3,Movie,comedy,94 min,"7,210"
The Last Man on Earth,2015,2018,7.3,TV,comedy,22 min,"51,181"
The Durrells,2016,2019,8.1,TV,comedy,46 min,"6,647"
Steven Universe,2013,2020,8.2,TV,comedy,11 min,"24,033"
Sex Kittens Go to College,1960,None,3.8,Movie,comedy,94 min,457
Vicky Cristina Barcelona,2008,None,7.1,Movie,comedy,96 min,"237,286"
Young Adult,2011,None,6.2,Movie,comedy,94 min,"78,232"
3D Yuk po tuen: Gik lok bo gam,2011,None,4.3,Movie,comedy,129 min,"2,401"
"Hail, Caesar!",2016,None,6.3,Movie,comedy,106 min,"119,891"
Up in the Air,2009,None,7.4,Movie,comedy,109 min,"312,191"
The Two Popes,2019,None,7.6,Movie,comedy,125 min,"93,787"
Mars Attacks!,1996,None,6.3,Movie,comedy,106 min,"204,955"
Moonstruck,1987,None,7.1,Movie,comedy,102 min,"47,481"
SeaChange,1998,2019,8,TV,comedy,60 min,711
Splash,1984,None,6.2,Movie,comedy,111 min,"67,032"
City Slickers,1991,None,6.7,Movie,comedy,113 min,"46,607"
Sausage Party,2016,None,6.1,Movie,comedy,89 min,"170,072"
L.A.'s Finest,2019,None,5.8,TV,comedy,60 min,"2,420"
Girl Meets World,2014,2017,7.2,TV,comedy,23 min,"12,307"
Sword Art Online,2012,None,7.6,TV,comedy,24 min,"33,193"
Click,2006,None,6.4,Movie,comedy,107 min,"297,800"
Meatballs,1979,None,6.2,Movie,comedy,94 min,"18,465"
Breakfast at Tiffany's,1961,None,7.7,Movie,comedy,115 min,"161,221"
The Flintstones,1994,None,4.9,Movie,comedy,91 min,"73,759"
Talladega Nights: The Ballad of Ricky Bobby,2006,None,6.6,Movie,comedy,108 min,"162,668"
Toy Story 3,2010,None,8.3,Movie,comedy,103 min,"732,954"
Suburbicon,2017,None,5.7,Movie,comedy,105 min,"38,229"
Paul,2011,None,7,Movie,comedy,104 min,"229,461"
Isle of Dogs,2018,None,7.9,Movie,comedy,101 min,"129,624"
There's Something About Mary,1998,None,7.1,Movie,comedy,119 min,"284,342"
Abominable,2019,None,7,Movie,comedy,97 min,"23,763"
Happy!,2017,2019,8.2,TV,comedy,60 min,"30,969"
Big Trouble in Little China,1986,None,7.3,Movie,comedy,99 min,"119,468"
Chicken Run,2000,None,7,Movie,comedy,84 min,"172,405"
You Don't Mess with the Zohan,2008,None,5.5,Movie,comedy,113 min,"186,073"
Singin' in the Rain,1952,None,8.3,Movie,comedy,103 min,"210,521"
Sex Drive,2008,None,6.5,Movie,comedy,109 min,"82,073"
Grand Theft Auto V,2013,None,9.5,TV,comedy,None,"46,954"
50 First Dates,2004,None,6.8,Movie,comedy,99 min,"318,005"
Madagascar,2005,None,6.9,Movie,comedy,86 min,"354,421"
Chef,2014,None,7.3,Movie,comedy,114 min,"187,747"
7th Heaven,1996,2007,5.2,TV,comedy,60 min,"23,648"
Holes,2003,None,7,Movie,comedy,117 min,"74,754"
The League,2009,2015,8.2,TV,comedy,22 min,"42,664"
Brave,2012,None,7.1,Movie,comedy,93 min,"360,973"
Batman,1966,1968,7.5,TV,comedy,25 min,"18,072"
Happy Gilmore,1996,None,7,Movie,comedy,92 min,"190,536"
The Inbetweeners,2008,2010,8.4,TV,comedy,25 min,"77,041"
The Art of Self-Defense,2019,None,6.7,Movie,comedy,104 min,"23,152"
Big,1988,None,7.3,Movie,comedy,104 min,"191,250"
American Pie 2,2001,None,6.4,Movie,comedy,108 min,"234,614"
Poketto monsutâ,1997,None,7.5,TV,comedy,24 min,"36,008"
Despicable Me 2,2013,None,7.3,Movie,comedy,98 min,"360,667"
The Suite Life of Zack & Cody,2005,2008,6.5,TV,comedy,30 min,"31,339"
This Is Where I Leave You,2014,None,6.6,Movie,comedy,103 min,"69,665"
The Righteous Gemstones,2019,None,8.1,TV,comedy,36 min,"10,200"
The Last O.G.,2018,None,6.9,TV,comedy,30 min,"2,663"
The Angry Birds Movie 2,2019,None,6.4,Movie,comedy,97 min,"17,909"
Kung Fu Panda,2008,None,7.5,Movie,comedy,92 min,"405,594"
The Intern,2015,None,7.1,Movie,comedy,121 min,"209,046"
Red Dwarf,1988,None,8.4,TV,comedy,30 min,"31,972"
Dumb and Dumber,1994,None,7.3,Movie,comedy,107 min,"344,664"
Attack the Block,2011,None,6.6,Movie,comedy,88 min,"97,499"
Workaholics,2011,2017,8.1,TV,comedy,22 min,"44,672"
The Other One,2017,None,7.5,TV,comedy,29 min,169
The Proposal,2009,None,6.7,Movie,comedy,108 min,"286,809"
The Trip to Greece,2020,None,6.7,Movie,comedy,103 min,"1,171"
Tommy Boy,1995,None,7.1,Movie,comedy,97 min,"74,206"
Growing Pains,1985,1992,6.6,TV,comedy,30 min,"12,980"
Zathura: A Space Adventure,2005,None,6.2,Movie,comedy,101 min,"89,856"
Last Week Tonight with John Oliver,2014,None,8.9,TV,comedy,30 min,"74,897"
To All the Boys I've Loved Before,2018,None,7.2,Movie,comedy,99 min,"79,282"
The Inbetweeners Movie,2011,None,6.7,Movie,comedy,97 min,"76,362"
Bachelor Party,1984,None,6.3,Movie,comedy,105 min,"34,586"
The Secret Life of Pets,2016,None,6.5,Movie,comedy,87 min,"177,566"
Spy,2015,None,7,Movie,comedy,120 min,"224,158"
Inherent Vice,2014,None,6.7,Movie,comedy,148 min,"91,075"
Men in Black 3,2012,None,6.8,Movie,comedy,106 min,"326,932"
"Auf Wiedersehen, Pet",1983,2004,8.5,TV,comedy,60 min,"2,759"
Frankie and Johnny,1966,None,5.7,Movie,comedy,87 min,"1,730"
The Munsters,1964,1966,7.8,TV,comedy,30 min,"11,741"
Don Jon,2013,None,6.5,Movie,comedy,90 min,"224,432"
Barbarella,1968,None,5.9,Movie,comedy,98 min,"31,057"
Beverly Hills Cop,1984,None,7.3,Movie,comedy,105 min,"157,433"
The Boondocks,2005,2014,8.3,TV,comedy,22 min,"25,671"
The Hitman's Bodyguard,2017,None,6.9,Movie,comedy,118 min,"178,472"
Love & Other Drugs,2010,None,6.7,Movie,comedy,112 min,"175,529"
Mr. Right,2015,None,6.3,Movie,comedy,95 min,"48,170"
Gemma Bovery,2014,None,6.4,Movie,comedy,99 min,"5,606"
Hocus Pocus,1993,None,6.9,Movie,comedy,96 min,"90,028"
Spaceballs,1987,None,7.1,Movie,comedy,96 min,"166,475"
Easy,2016,None,6.9,TV,comedy,30 min,"11,097"
Lady and the Tramp,2019,None,6.3,Movie,comedy,103 min,"12,843"
Smokey and the Bandit,1977,None,7,Movie,comedy,96 min,"43,640"
One Day at a Time,2017,None,8.2,TV,comedy,30 min,"11,724"
Gremlins,1984,None,7.3,Movie,comedy,106 min,"189,996"
Blinded by the Light,2019,None,6.9,Movie,comedy,118 min,"16,602"
Zombeavers,2014,None,4.8,Movie,comedy,77 min,"15,989"
Stargirl,2020,None,6.2,Movie,comedy,107 min,"2,654"
Cloudy with a Chance of Meatballs,2009,None,6.9,Movie,comedy,90 min,"197,947"
On My Block,2018,None,8.1,TV,comedy,30 min,"9,325"
Top Gear,2002,None,8.7,TV,comedy,60 min,"105,872"
Magic Mike,2012,None,6.1,Movie,comedy,110 min,"128,500"
Gake no ue no Ponyo,2008,None,7.7,Movie,comedy,101 min,"117,593"
CHIPS,2017,None,6,Movie,comedy,100 min,"41,047"
My Name Is Earl,2005,2009,7.7,TV,comedy,22 min,"93,638"
Aloha,2015,None,5.4,Movie,comedy,105 min,"59,882"
Kidding,2018,None,8,TV,comedy,30 min,"14,223"
Anchorman: The Legend of Ron Burgundy,2004,None,7.2,Movie,comedy,94 min,"321,954"
Inside No. 9,2014,None,8.5,TV,comedy,30 min,"11,209"
Erkenci Kus,2018,2019,7.3,TV,comedy,120 min,"3,737"
Don't Tell Mom the Babysitter's Dead,1991,None,6.3,Movie,comedy,102 min,"26,911"
American Housewife,2016,None,7.3,TV,comedy,30 min,"7,061"
Special Correspondents,2016,None,5.8,Movie,comedy,101 min,"19,587"
Alexa & Katie,2018,None,7.3,TV,comedy,25 min,"2,291"
Heartbeat,1992,2010,6.8,TV,comedy,50 min,"2,439"
Trainwreck,2015,None,6.2,Movie,comedy,125 min,"126,730"
Master of None,2015,None,8.3,TV,comedy,30 min,"62,615"
The Birdcage,1996,None,7.1,Movie,comedy,117 min,"77,157"
Stay Tuned,1992,None,6.3,Movie,comedy,88 min,"9,873"
Katy Keene,2020,None,6,TV,comedy,42 min,"1,238"
Finding Dory,2016,None,7.3,Movie,comedy,97 min,"230,698"
She's Out of My League,2010,None,6.4,Movie,comedy,104 min,"123,384"
Step Brothers,2008,None,6.9,Movie,comedy,98 min,"260,673"
The Terminal,2004,None,7.4,Movie,comedy,128 min,"391,472"
The Do-Over,2016,None,5.7,Movie,comedy,108 min,"37,865"
The Beach Bum,2019,None,5.5,Movie,comedy,95 min,"16,198"
Wreck-It Ralph,2012,None,7.7,Movie,comedy,101 min,"368,034"
Wizards of Waverly Place,2007,2012,6.8,TV,comedy,22 min,"28,057"
Oklahoma!,1955,None,7,Movie,comedy,145 min,"10,961"
The Adventures of Sharkboy and Lavagirl 3-D,2005,None,3.5,Movie,comedy,93 min,"30,203"
Tank Girl,1995,None,5.4,Movie,comedy,104 min,"29,478"
The 'Burbs,1989,None,6.9,Movie,comedy,102 min,"65,732"
Nurse Jackie,2009,2015,7.7,TV,comedy,27 min,"23,984"
Good Trouble,2019,None,7.5,TV,comedy,45 min,"3,288"
My Family,2000,2011,7.5,TV,comedy,50 min,"8,449"
The Longest Yard,2005,None,6.4,Movie,comedy,113 min,"158,073"
Cheaper by the Dozen 2,2005,None,5.5,Movie,comedy,94 min,"53,142"
This Is Spinal Tap,1984,None,7.9,Movie,comedy,82 min,"125,501"
90210,2008,2013,6.1,TV,comedy,60 min,"41,474"
Mirror Mirror,2012,None,5.6,Movie,comedy,106 min,"82,313"
The Dukes of Hazzard,2005,None,5.1,Movie,comedy,104 min,"74,437"
Wings,1990,1997,7.2,TV,comedy,30 min,"10,203"
Into the Woods,2014,None,5.9,Movie,comedy,125 min,"128,807"
Book Club,2018,None,6.1,Movie,comedy,104 min,"23,543"
Dark Shadows,2012,None,6.2,Movie,comedy,113 min,"241,031"
Ode to Joy,2019,None,6.3,Movie,comedy,97 min,"2,384"
Tootsie,1982,None,7.4,Movie,comedy,116 min,"94,779"
Shrek 2,2004,None,7.2,Movie,comedy,93 min,"406,462"
Black Clover,2017,None,8,TV,comedy,30 min,"4,342"
Once Upon a Time in Venice,2017,None,5.3,Movie,comedy,94 min,"16,583"
Leave It to Beaver,1957,1963,7.5,TV,comedy,30 min,"6,382"
The Sting,1973,None,8.3,Movie,comedy,129 min,"233,828"
The Secret Life of Walter Mitty,2013,None,7.3,Movie,comedy,114 min,"286,334"
The Invention of Lying,2009,None,6.4,Movie,comedy,100 min,"119,225"
The Royal Tenenbaums,2001,None,7.6,Movie,comedy,110 min,"258,667"
Hall Pass,2011,None,5.8,Movie,comedy,105 min,"117,727"
Withnail & I,1987,None,7.7,Movie,comedy,107 min,"38,884"
When Harry Met Sally...,1989,None,7.6,Movie,comedy,95 min,"188,414"
Relatos salvajes,2014,None,8.1,Movie,comedy,122 min,"167,232"
Paterson,2016,None,7.4,Movie,comedy,118 min,"65,448"
13 Going on 30,2004,None,6.2,Movie,comedy,98 min,"160,187"
Shakespeare & Hathaway: Private Investigators,2018,None,7.5,TV,comedy,45 min,"1,744"
